H0,H1,H2,date,alias
Real EstateSummer in the backyard: 4 popular fire pit styles to set up,,2020-08-03,foxnews
"U.S.Jeffrey Epstein's New York City, Palm Beach estates hit market for $110M",,2020-08-03,foxnews
Real EstatePandemic pricing: 5 cities where discounted homes are driving up demand,,2020-08-03,foxnews
"LifestyleMan shaves girlfriend's head, then his own, in moving video",,2020-08-03,foxnews
EntertainmentIggy Azalea shows off her baby waist in a bikini a month after announcing the birth of her son,,2020-08-03,foxnews
"LifestyleDoctor who saved man's life in bikini opens up about Instagram fame, slams sexism in medicine",,2020-08-03,foxnews
"LifestyleTexas mom, 52, says people think she's much younger, credits fitness routine",,2020-08-03,foxnews
"Doctor who saved man's life in bikini opens up about Instagram fame, slams sexism in medicine",,2020-08-03,foxnews
"Elizabeth Hurley, 55, goes topless to show off her beachwear clothing line",,2020-08-03,foxnews
LifestyleDesigner purse roasted for resemblance to 'dog poop' waste bag,,2020-08-03,foxnews
HealthCoronavirus patients using unique physical therapy treatment to breathe easier during recovery,,2020-08-03,foxnews
"HealthHundreds infected with coronavirus at Georgia camp, raising fears about risk for children",,2020-08-03,foxnews
HealthOhio woman who received first US face transplant dead at 57,,2020-08-03,foxnews
"HealthAmid coronavirus, Alaska sees surge in syphilis cases",,2020-08-03,foxnews
Sponsored by CredibleShould I consolidate my student loans?,,2020-08-03,foxnews
Sponsored by CredibleMortgage rates drop below 3 percent  here's what you need to know,,2020-08-03,foxnews
Sponsored by Credible5 benefits of a mortgage refinance  aside from lowering monthly payments,,2020-08-03,foxnews
"U.S.Washington teen found alive in woods after missing for 8 days, dubbed 'miracle'",,2020-08-03,foxnews
Fourth-grader who wants to be a Navy SEAL starts service by helping veterans,,2020-08-03,foxnews
WorldCouple in Mexico who lost 'everything' in Hanna flooding rescue their puppies from floodwaters,,2020-08-03,foxnews
Georgia inmates credited with helping save deputys life: report,,2020-08-03,foxnews
"40:47VideoThe Next Revolution w/ Steve Hilton - Sunday, August 2",,2020-08-03,foxnews
"40:09Life, Liberty & Levin - Sunday, August 2",,2020-08-03,foxnews
"Fox News Sunday - Sunday, August 2",,2020-08-03,foxnews
"39:19The Greg Gutfeld Show - Saturday, August 1",,2020-08-03,foxnews
"41:22Sunday Morning Futures w/ Maria Bartiromo - Sunday, August 2",,2020-08-03,foxnews
01:07VideoCountry music legend Charlie Daniels dies at 83,,2020-08-03,foxnews
01:48VideoCoronavirus rocks country music with tour postponements,,2020-08-03,foxnews
Candi Carpenter: 5 things to know about the country songstress,,2020-08-03,foxnews
05:15VideoLuke Bryan says his fans keep him grounded amid fame: 'I've always listened to what they had to say',,2020-08-03,foxnews
"U.S.NYC shootings this year, topping 777, have surpassed 2019 numbers, police say",,2020-08-03,foxnews
U.S.Atlanta police searching for dognappers who allegedly stole man's puppy at gunpoint,,2020-08-03,foxnews
U.S.Police investigate shooting at Washington state Costco,,2020-08-03,foxnews
"Chicago Dunkin' employee arrested after trooper finds 'large, thick piece of mucus' in coffee",,2020-08-03,foxnews
Coronavirus updates: Arrests after party boat with 170 guests cruises around NYC,,2020-08-03,abcnews
The owners and captain were accused of violating a number of state laws. ,,2020-08-03,abcnews
"Global shares mixed amid coronavirus waves, recovery hopes",,2020-08-03,abcnews
COVID crisis in Texas: An 'overwhelming' battle to save lives,,2020-08-03,abcnews
Georgia teenager loses both parents to COVID-19 within a week,,2020-08-03,abcnews
"Firefighters battle to contain Apple Fire as blaze grows to over 20,000 acres",,2020-08-03,abcnews
"Apple Fire burns 20,000 acres, evacuations underway",,2020-08-03,abcnews
Trump threatens to ban TikTok,,2020-08-03,abcnews
President Trump casts doubt on November election,,2020-08-03,abcnews
Trump met with family of murdered Fort Hood soldier,,2020-08-03,abcnews
The Note: Oppo takes toll on Bidens veepstakes contenders,,2020-08-03,abcnews
Texas governor to skip GOP convention,,2020-08-03,abcnews
"Anxiety, anger as State Dept. moves ahead with reopening despite area infection rate",,2020-08-03,abcnews
President Trump says he will ban TikTok in US,,2020-08-03,abcnews
"Trump's defiant ground game amid pandemic ramps up, as Biden looks for another way",,2020-08-03,abcnews
"Trump administration mismanaged ventilator deal, costing taxpayers: Democrats",,2020-08-03,abcnews
Nearly two-thirds of Americans disapprove of Trump's handling of crises: POLL,,2020-08-03,abcnews
Senior DHS official reassigned after unit collected information on press,,2020-08-03,abcnews
"As Trump suggests election delay, White House condemns Hong Kong for postponing vote",,2020-08-03,abcnews
Ruth Bader Ginsburg released from hospital after bile duct procedure,,2020-08-03,abcnews
Virus relief bill remains up in air as negotiations resume,,2020-08-03,abcnews
"Speaker Pelosi blames Trump, GOP for deadlock in coronavirus relief negotiations",,2020-08-03,abcnews
"Mnuchin pushes back on Pelosi: We need 'balance' between debt, coronavirus relief",,2020-08-03,abcnews
Outside spending dominates last days of Kansas Senate primary amid intraparty duel,,2020-08-03,abcnews
Mass gatherings in June reshaped fight with coronavirus,,2020-08-03,abcnews
Reopened for business: Here's how states responded to coronavirus in May,,2020-08-03,abcnews
Economy vs. death: How April shaped Americas coronavirus response,,2020-08-03,abcnews
How did we get here? Americans' response to coronavirus in March,,2020-08-03,abcnews
Should you wear gloves while you grocery shop?,,2020-08-03,abcnews
Coronavirus testing in the US,,2020-08-03,abcnews
Timeline: Trumps response to the coronavirus pandemic,,2020-08-03,abcnews
How can antibodies be used to treat COVID-19: Blood plasma explained,,2020-08-03,abcnews
PPE shortage: How did it happen?,,2020-08-03,abcnews
"Outbreak hits Norway cruise ship, could spread along coast",,2020-08-03,abcnews
Mets' Cespedes latest MLB player to opt out of season over COVID-19 concerns,,2020-08-03,abcnews
Eli Lilly launches late-stage antibody treatment trial to be tested in nursing homes,,2020-08-03,abcnews
Why there are still so few women in policing and why that matters,,2020-08-03,abcnews
"AP Interview: Heat's Leonard stands for anthem, explains why",,2020-08-03,abcnews
"Orphaned toddler grows up in shadow of massacre, coronavirus",,2020-08-03,abcnews
El Paso marks Walmart shooting anniversary amid pandemic,,2020-08-03,abcnews
Discovery related to Van Gogh's last painting may shed light on his suicide,,2020-08-03,abcnews
SpaceX Dragon astronauts safely back on Earth after Florida splashdown,,2020-08-03,abcnews
Notre Dame Cathedral's organ getting 4-year-long cleaning,,2020-08-03,abcnews
"Black entertainers, athletes converge to deliver messages of social activism",,2020-08-03,abcnews
"PHOTOS: Death of George Floyd sparks widespread outcry, protests",,2020-08-03,abcnews
"Anxious parents, an exhausted protester, honoring John Lewis: This Week in Pictures",,2020-08-03,abcnews
Beyonce's 'Black Is King': See the best fashion moments and more,,2020-08-03,abcnews
Rihanna officially launches Fenty Skin collection,,2020-08-03,abcnews
Kerry Washington urges voting in local elections: 'Change happens on many levels',,2020-08-03,abcnews
Oprah Winfrey gives up cover of O magazine for 1st time to Breonna Taylor,,2020-08-03,abcnews
Florida Georgia Line headlining virtual USO show,,2020-08-03,abcnews
What's the buzz about Coca-Cola's new coffee-flavored soda?,,2020-08-03,abcnews
Bryan Cranston reveals he had COVID-19 and films himself donating his plasma,,2020-08-03,abcnews
Iranian and Turkish women join black-and-white Instagram challenge,,2020-08-03,abcnews
This photogenic pup is capturing hearts online with his love for nature and treats,,2020-08-03,abcnews
Would you try this avocado-infused margarita?,,2020-08-03,abcnews
Jennifer Garner shares her familys cornbread recipe -- and her mom -- with fans,,2020-08-03,abcnews
Taylor Swift releases new acoustic version of 'cardigan',,2020-08-03,abcnews
CMA Awards: Garth Brooks withdraws from entertainer of the year race,,2020-08-03,abcnews
"Princess Anne coaches her mom, Queen Elizabeth, on video call",,2020-08-03,abcnews
Toddler experts share tips for managing your kids' meltdowns,,2020-08-03,abcnews
'The Marvelous Mrs. Maisel' star vows to stop 'deleting' herself as an Asian actress,,2020-08-03,abcnews
Baby in NICU sees parents' faces for 1st time thanks to innovative masks,,2020-08-03,abcnews
This dress allows busy moms to breast pump without having to strip down,,2020-08-03,abcnews
Why Rosamund Pike chose to take on the role of Marie Curie in 'Radioactive',,2020-08-03,abcnews
Julianne Moore regrets all-straight core cast of 'The Kids Are All Right',,2020-08-03,abcnews
Andy Cohen calls FDA rules on gay men donating plasma for COVID-19 discriminatory,,2020-08-03,abcnews
Moms alternative to timeout is taking over TikTok,,2020-08-03,abcnews
American civil rights leader and activist John Lewis,,2020-08-03,abcnews
"Sir Alan Parker, Herman Cain, Olivia de Havilland, and other notable people who died in 2020",,2020-08-03,abcnews
Photos: Comet NEOWISE lights up the night sky,,2020-08-03,abcnews
Schools in the time of the coronavirus pandemic,,2020-08-03,abcnews
PHOTOS: Coronavirus outbreak sparks global health emergency,,2020-08-03,abcnews
Tropical Storm Isaias closing in on Florida,,2020-08-03,abcnews
Search and rescue effort ends for missing Marines,,2020-08-03,abcnews
Man arrested after cop finds mucus in coffee cup,,2020-08-03,abcnews
Teen found in woods 8 days after going missing,,2020-08-03,abcnews
Pompeo says Trump will act on Chinese software,,2020-08-03,abcnews
Retired Pope ill after visit to Germany: Report,,2020-08-03,abcnews
China accuses US of harassing Chinese students,,2020-08-03,abcnews
"Butler misses Heat practice, teammate hints at CV",,2020-08-03,abcnews
"8 dead, 19 wounded in weekend Chicago shootings",,2020-08-03,abcnews
Israel downs rocket launched by Gaza militants,,2020-08-03,abcnews
Only 1 major candidate running to succeed Gabbard,,2020-08-03,abcnews
Venezuelan opposition group rejects upcoming vote,,2020-08-03,abcnews
Texas man charged in killing of 7-year-old brother,,2020-08-03,abcnews
RNC now says private Trump vote decision not final,,2020-08-03,abcnews
Baby elephant dies at St. Louis zoo,,2020-08-03,abcnews
Thousands remain evacuated from Calif. wildfire,,2020-08-03,abcnews
Portland cops declare unlawful assembly at protest,,2020-08-03,abcnews
Eagles coach Pederson tests positive for COVID-19,,2020-08-03,abcnews
UK lawmaker reportedly arrested on rape accusation,,2020-08-03,abcnews
Netanyahu rails at media over protests against him,,2020-08-03,abcnews
Finnish leader marries her long-time partner,,2020-08-03,abcnews
"Despite virus, Black voters wary of voting by mail",,2020-08-03,abcnews
Vulnerable eastern China areas evacuated ahead of typhoon,,2020-08-03,abcnews
Idaho hearing could offer new details in missing kids' case,,2020-08-03,abcnews
"British woman avoids gallows, jailed for husband's death",,2020-08-03,abcnews
Fighters shot down a US-made drone: Houthi rebels,,2020-08-03,abcnews
Islamic State targets Afghan prison in attack killing 29,,2020-08-03,abcnews
Text to Pac-12 players encourages possible opt-out,,2020-08-03,abcnews
City commissioner killed in gun battle with police,,2020-08-03,abcnews
Fairness debate in renewed in marathon bomber case,,2020-08-03,abcnews
"Fires in Brazil's Amazon up 28%, worrying experts",,2020-08-03,abcnews
Gay cop who settled suit to quit diversity unit,,2020-08-03,abcnews
Baby sea turtle crawls into surf on Florida beach ,,2020-08-03,abcnews
Part of Tempe Bridge demolished after train derailment,,2020-08-03,abcnews
Time-lapse shows Isaias forming dark clouds over Fort Lauderdale,,2020-08-03,abcnews
Shoppers rush to markets as Australia's Victoria enters 'State of Disaster',,2020-08-03,abcnews
Scientists Worry About Political Influence Over Coronavirus Vaccine Project,,2020-08-03,nytimes
"Coronavirus Live Updates: Epidemic Is Extraordinarily Widespread, Birx Warns",,2020-08-03,nytimes
Russia Sets Mass Vaccination for October After Shortened Trial,,2020-08-03,nytimes
