H0,H1,H2,uri,date
Fox News SalutesView All,"U.S.VA hospitals lack adequate coronavirus testing, protocol according to new reportMediaDoug Collins rips Schiff's call for coronavirus response commission: He was distracted by impeachmentHealthOregon veteran, 104, could be oldest coronavirus survivorHealthOregon veteran survives coronavirus, celebrates 104th birthdayU.S.. Coronavirus uniting people in way not seen since 9/11, first responder says",,https://www.foxnews.com/,2020-04-03 18:02:15.715750
CrimeView All,"EntertainmentRapper YNW Melly tests positive for coronavirus in Florida jail while awaiting double murder trialU.S.Kentucky judges order coronavirus patients, others to wear GPS ankle monitors for refusing to stay homeU.S.. LA sheriff, county executive spar over payments for some quarantined deputiesMediaSheriff talks disappearance of 'Tiger King' star's husband: 'A cold case is always open'U.S.. Stolen SUV in California found hauling 192 rolls of toilet paper amid coronavirus outbreak, police say",,https://www.foxnews.com/,2020-04-03 18:02:15.715750
Odd NewsView All,"U.S.Florida man hangs giant toilet paper roll in front yardWorldPolice in India raise coronavirus awareness with virus costumes while directing traffic, on patrolWorldCoronavirus measure in Japan of 2 masks per home taken as April Fool's joke, mocked as 'Abenomask'WorldMountain goats use coronavirus lockdown to take over Welsh town, video showsWorldTurkmenistan bans use of word 'coronavirus,' threatens jail for anyone wearing a mask: watchdog group",,https://www.foxnews.com/,2020-04-03 18:02:15.716259
,Stocks slide after dismal jobs report,Tucker demands halt to 'demented' policy letting foreign workers take US jobs amid crisis,https://www.foxnews.com/,2020-04-03 18:02:15.776421
Stocks slide after dismal jobs report,Tucker demands halt to 'demented' policy letting foreign workers take US jobs amid crisis,. Mark Cuban lays out 'Infrastructure 2.0' plan to revitalize economy after coronavirus subsides,https://www.foxnews.com/,2020-04-03 18:02:15.776421
Tucker demands halt to 'demented' policy letting foreign workers take US jobs amid crisis,. Mark Cuban lays out 'Infrastructure 2.0' plan to revitalize economy after coronavirus subsides,,https://www.foxnews.com/,2020-04-03 18:02:15.776421
,. Trump fires back at Schumer over coronavirus criticism: 'No wonder AOC is thinking about running',AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthy,https://www.foxnews.com/,2020-04-03 18:02:15.776421
. Trump fires back at Schumer over coronavirus criticism: 'No wonder AOC is thinking about running',AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthy,Is AOC eligible to be president or vice president in 2020 or 2024?,https://www.foxnews.com/,2020-04-03 18:02:15.776421
AOC hits Cuomo on coronavirus response that gives 'preferential treatment' to wealthy,Is AOC eligible to be president or vice president in 2020 or 2024?,,https://www.foxnews.com/,2020-04-03 18:02:15.776421
,How to protect yourself against coronavirus online scams,"People with coronavirus are highly contagious for days prior to symptoms, says scientist",https://www.foxnews.com/,2020-04-03 18:02:15.776421
How to protect yourself against coronavirus online scams,"People with coronavirus are highly contagious for days prior to symptoms, says scientist",Prototype nasal swabs for coronavirus testing evaluated by US Army and Harvard,https://www.foxnews.com/,2020-04-03 18:02:15.776421
"People with coronavirus are highly contagious for days prior to symptoms, says scientist",Prototype nasal swabs for coronavirus testing evaluated by US Army and Harvard,,https://www.foxnews.com/,2020-04-03 18:02:15.776421
,AMERICA TOGETHER - These photos from our readers will warm your heart amid coronavirus crisis,Doc tells ‘Fox & Friends’ of promising new coronavirus treatment,https://www.foxnews.com/,2020-04-03 18:02:15.776421
AMERICA TOGETHER - These photos from our readers will warm your heart amid coronavirus crisis,Doc tells ‘Fox & Friends’ of promising new coronavirus treatment,"Jessica Alba's company is donating diapers, other essentials to families impacted by the coronavirus",https://www.foxnews.com/,2020-04-03 18:02:15.776421
Doc tells ‘Fox & Friends’ of promising new coronavirus treatment,"Jessica Alba's company is donating diapers, other essentials to families impacted by the coronavirus",,https://www.foxnews.com/,2020-04-03 18:02:15.776421
,". Coronavirus live updates: NYC morgues are almost full amid mounting death toll. ""New York is in crisis,"" the governor said Friday.. 15m ago. White House considers plan to cover medical bills for millions of uninsured Americans. Coronavirus government response updates: Pence says advisory on masks coming. ",,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. ABC News Live. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. A timeline of Cuomo's and Trump's responses to coronavirus outbreak. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Connecticut National Guard converts arena into hospital. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,". DOD asked to provide 85 refrigerated trucks, 100K body bags for coronavirus response. 2h ago. Millions of Americans could wait months for mailed stimulus checks, IRS tells Dems. Social Security recipients to get $1,200 directly without filing tax return: Mnuchin. ",,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. US faces shortage of drugs that could be possible treatments for coronavirus: FDA. Apr 3. Medical supplies seized from alleged price gouger to be distributed to hospitals. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,". ABC’s Jon Karl talks about his new book, ‘Front Row at the Trump Show’. Mar 30. Some governors criticize President Trump's response to outbreak. New poll shows Trump with his highest approval rating. ",,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. The Note: Campaigns seek elusive political normalcy. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Trump campaign demands Sessions stop 'misleadingly' tying himself to Trump. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. How experts worry the coronavirus outbreak could cloud the 2020 general election. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Pro-Trump super PAC announces $10M ad buy targeting Biden. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Biden suggests Democratic Convention will be delayed amid coronavirus pandemic. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Trump's contradictory views on China shift as crisis grows. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,". Despite diminishing chances, Sanders defends his decision to stay in the race. ",,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,". Sanders, acknowledging 'narrow path' to nomination, pushes agenda amid pandemic. ",,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. 'Draft Cuomo 2020' groundswell emerges amid the NY governor's coronavirus response. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. 'We have some form of hope': Why some Dems are giving Trump high marks on coronavirus. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Coronavirus map: Tracking the spread in the US and around the world. 1h ago. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Navy fires captain of aircraft carrier over leak of letter to leadership. Apr 2. How to apply for unemployment if you lost your job due to coronavirus. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Have a clean T-shirt to spare? That’s all you need to make this face mask. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Coronavirus explained. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Social distancing is about making sure everyone around you stays healthy. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Coronavirus and the human body. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. Your top coronavirus questions answered. ,,https://abcnews.go.com/,2020-04-03 18:02:17.461157
,. This is how long you actually need to wash your hands. ,,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,. The best tips for working from home. ,,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,. EPA releases list of approved disinfectants to kill COVID-19 at home. ,,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,. What to do if you think you have coronavirus symptoms. ,,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,. This family is showing us the lighter side of being quarantined. ,,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,. Porn warning labels bill becomes law amid controversy. Apr 2. ,,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,. What to do if you lost your health insurance: 'Obamacare' might still be an option. Apr 3. ,,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,". 'Surreal': NY funeral homes struggle as virus deaths surge. Apr 3. At least 12 of 18 dead at veterans hospital had COVID-19. In COVID-19 crisis, patients left waiting as hospitals put major surgeries on hold. ",,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,". Meek Mill, Jay-Z charity sends masks to prisons to protect prisoners from coronavirus. Apr 3. 'If they lose me to COVID’: Doctor’s tweet to her children resonates with parents. 'We miss you guys': Amid coronavirus, good news is happening. ",,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,". Burn survivor creates nonprofit to inspire and empower others like her. Apr 3. Nurses share powerful moment of prayer from hospital roof. 12,000 people apply for NASA's next class of astronauts, with plans to reach Mars. ",,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,". Couple married for 51 years dies of coronavirus 6 minutes apart, son says. Apr 1. ",,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,". Here are 3 ways to save money amid coronavirus. Apr 3. USNS Comfort, food lines, goats roam the streets: World in Photos. Mexico, Central America urge action to stop coronavirus spreading from US. ",,https://abcnews.go.com/,2020-04-03 18:02:17.462160
,. Tom Brady donates 10 million meals amid coronavirus. 1h ago. ,,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,. Rob Lowe applauds son John for 2 years of sobriety. Apr 2. ,,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,". Tom Holland challenges Jake Gyllenhaal, Ryan Reynolds to viral handstand challenge. 1h ago. Take it from Yeardley Smith, the voice of Lisa Simpson: An opportunity is a gift. New Robin Williams YouTube channel launches. ",,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,. 'Grey's Anatomy' star Ellen Pompeo urges people to stay home amid coronavirus. 2h ago. Exclusive 1st look at Duchess Meghan narrating Disneynature film 'Elephant'. 'DWTS' pro alum Karina Smirnoff gives birth to her 1st child. ,,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,. Amy Schumer takes her son on social distance visit to her dad. Apr 1. ,,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,. People and pets help each other through pandemic. ,,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,". Amid coronavirus, couple races against time to be with baby being born via surrogate. ",,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,. MAC Cosmetics will dedicate $10 million to COVID-19 relief through Viva Glam campaign. ,,https://abcnews.go.com/,2020-04-03 18:02:17.463162
,. Celebrity hairstylist Jen Atkin demonstrates how to cut your own hair at home. ,,https://abcnews.go.com/,2020-04-03 18:02:17.463162
